bid,isbn,title,genre_id,fiction,edition,pub_date
609,694129925200,Et voluptate atque eos ut corrupti ipsum.,17940666,1,Molestiae qui veritatis nihil vero et sed. Dolorem cupiditate corrupti et sapiente distinctio laboriosam nihil. Dicta ducimus e,2003-08-14
613,870270017209,Cum fugit et et et consequuntur maiores.,1,0,Omnis reiciendis quod maiores molestiae voluptate recusandae perferendis. Iure in et qui nostrum. Velit facilis doloribus nihil,1980-01-11
625,745192533115,Molestiae quia est excepturi deleniti placeat.,741,1,Rerum optio aliquam eveniet est ea facere at. Omnis aperiam molestiae magnam culpa. Rerum id recusandae eaque cumque ea esse la,2014-10-17
627,721384752096,Quod corrupti sed exercitationem corrupti.,71330,1,Quis velit odit blanditiis ratione nesciunt. Cupiditate saepe cumque consequatur quam. Eveniet odio dolorem quae quia.,2022-02-23
630,722778011738,Magnam nihil consequatur fugiat sit cum quia quam.,10699,1,Commodi est accusantium laboriosam rerum quam maxime illum. Ut aut ducimus impedit enim animi consequatur. Voluptatem iusto dol,1976-08-02
640,722821562906,Quia molestias inventore qui corrupti fuga rem et.,102,1,Sunt iure quaerat voluptatem reprehenderit consectetur esse atque. Minima ipsum dolorem modi vitae modi provident. Vel suscipit,2000-05-10
642,204769357329,Ad odio sed dolorem sint.,71330,1,Laboriosam at suscipit nesciunt exercitationem. Qui ipsa perferendis voluptatem libero quae adipisci perferendis veritatis. Vel,1977-12-06
661,164061283762,Eveniet non ut aliquid vitae est odit laboriosam.,494564417,1,Pariatur est rerum dolorum rerum delectus numquam. Atque et modi corrupti quam quod recusandae consequatur. Numquam quia et eli,1990-01-10
662,746947585292,Veritatis nemo voluptate qui eos dolor dolore.,29,1,Labore qui et officia quia. Error occaecati fuga nisi a quas et. Iure corrupti soluta ea iste est aspernatur. Quaerat vero alia,1978-04-17
668,628881101924,Nihil nostrum accusantium corporis ratione.,914703,1,Minima dolorem et voluptatibus fuga enim distinctio error. Delectus perferendis fuga doloremque iusto illum. Omnis cupiditate i,2016-12-30
670,442332055595,Et deserunt ut sit.,87,0,Similique commodi accusantium dolorem officia adipisci. Occaecati officiis non doloribus ut. Illum consequatur et eos possimus.,2003-08-15
690,264133826897,Non tenetur molestiae dolore.,483,0,Natus incidunt et fuga adipisci maxime magnam. Tempore sed excepturi non rerum sapiente. Reprehenderit molestiae dolorem id.,1970-05-10
700,839893458894,Voluptatem aut doloribus temporibus odio adipisci.,327651348,1,Eligendi quos et non velit quos enim. Nisi unde qui molestiae distinctio ut quae. Libero placeat ut magni impedit est dolor vol,1987-08-16
709,150139790393,Consequuntur quod deserunt a ut ducimus.,755,0,Quia nesciunt est et atque esse. Voluptas expedita architecto ut distinctio necessitatibus. Aliquam cupiditate alias iure volup,1973-08-09
710,285509728890,Possimus dolorum eos alias voluptatem eum tenetur.,817,1,Unde et quis accusantium repellendus repudiandae qui consequatur et. Magnam consequatur perferendis quia cupiditate adipisci es,1981-11-24
719,205885573161,Alias vel et aut non praesentium accusamus ad.,1132436,0,Voluptas blanditiis quae rem. Quisquam exercitationem ipsa reprehenderit quae sunt quisquam. In eum non ut sunt explicabo aut.,2017-07-07
720,104773664739,Enim odit libero veritatis nulla iure aut ipsa.,814751531,1,Omnis saepe at voluptas consectetur repellendus aspernatur enim. Provident id repellat omnis omnis.,1978-02-19
721,697394878656,Aut repudiandae non est iure aut excepturi.,30,0,Maxime quam alias provident. Maxime aspernatur consequatur veritatis. Ipsa nesciunt fugiat et et cum doloremque.,2001-07-03
722,052408619508,Deleniti sequi occaecati sunt.,198,1,Voluptatibus facere doloremque ut vitae ut dolor aliquam. Quod ex autem est repellat. Animi sed ut nesciunt doloremque voluptas,1973-08-07
723,859474715587,Aut sunt dolorum unde laboriosam dolorem officia.,44766,0,Repellendus odit rerum quaerat corporis et sed. Voluptatem sequi recusandae aut voluptas molestias dolor. Quam excepturi quasi ,2017-07-19
728,535714915786,Error quaerat in blanditiis similique.,4390,1,Rerum est doloremque itaque. Sint laboriosam quis ratione ea. A omnis aspernatur aliquam quo ullam asperiores suscipit.,1984-10-04
729,954458401339,Est eveniet est recusandae nisi autem non magni non.,1132436,1,Ea expedita sit autem aut similique non cumque. Sit rem aliquam reprehenderit necessitatibus quasi. Fuga nam et explicabo nisi ,1972-12-16
746,260665801779,Libero sit illum eum.,12985531,0,Maiores et rem quia in voluptas pariatur aut quas. Culpa nobis labore nihil sit. Sunt neque est voluptatibus neque animi evenie,2002-07-03
748,643249587828,Mollitia porro voluptatem cum vero dolores dolor illum doloribus.,4390,1,Rerum officiis quo aut suscipit corrupti. Eaque quas mollitia provident temporibus iusto. Et voluptatem repellendus error expli,2002-11-16
758,880397848700,Porro consequatur rerum illo necessitatibus.,102,0,Ad aut veritatis quis maxime fugiat provident. Id et officia quae ullam et modi. Ipsam et ullam ducimus et aut et ab.,1988-01-26
770,703942076326,Minima et in tempora dolor.,591158,0,Odio aut amet voluptatem ullam consectetur. Aut praesentium laboriosam placeat commodi animi molestiae. Saepe assumenda totam c,1974-09-05
779,724092498415,Minus optio est dicta impedit.,1,0,Ut perspiciatis quia et commodi ut consectetur inventore. Adipisci nemo reprehenderit minus magnam deserunt. Dolorum aspernatur,2011-08-03
786,150191217537,Est porro exercitationem sed voluptas.,92031,0,Voluptatem ipsa delectus porro. Ut rem unde consequuntur corrupti rerum aut molestias nemo. Voluptatem rerum a ullam provident ,2004-10-24
795,930626074092,Ratione amet consequatur vel eos dolor.,198,0,Autem culpa fuga et nesciunt quis sed. Dolores ut voluptatum enim et voluptatem repellendus dolorum. Ea ab odio quod asperiores,2024-07-08
804,399479922577,Praesentium sit alias aliquid quia molestias dolorem molestias.,395988,1,Rerum quam facilis voluptas nihil ut. Maxime vitae excepturi nemo cumque minima esse nam.,2009-12-02
810,691602868161,Est fuga rerum ea in ex molestiae quia.,25955,0,Ut qui dolores vel nostrum. Porro consequatur numquam qui enim laborum temporibus eos. Sed vel eius sint in magnam at. Quisquam,2003-01-25
811,492641655497,Delectus neque dolores sed iste voluptatum numquam.,53,0,Assumenda natus enim aut blanditiis quo est perferendis. Et ducimus veritatis repellendus sint non dolores occaecati.,1984-04-02
812,041986491686,Neque animi aut quo sapiente nobis omnis ea pariatur.,71330,1,Aliquam numquam harum assumenda est. Deserunt veniam temporibus praesentium minus illo sint. Excepturi numquam officiis nemo ip,1993-07-22
813,184614745024,Optio est ea qui placeat aliquam.,0,1,Aperiam voluptatem doloremque maiores. Ab dolorem perferendis laboriosam totam. Corrupti ut repellendus aut vitae est. Earum an,2016-09-07
814,709530325318,Illo rerum dolore ullam eum.,817,1,Est voluptatem non facilis qui qui nisi. Quae vero ut autem. Ut autem dolores sit aut ipsum. Deleniti non sit voluptas sit dese,2011-11-09
815,979687130679,Magnam explicabo doloremque quia rerum repellat pariatur aut.,741,0,Autem repudiandae accusamus eum accusamus non harum. Rerum voluptatum ad sit et quo ut architecto.,1997-06-29
829,179517846816,Nemo quia qui debitis et omnis sequi dolor et.,30,1,Corporis sequi dolorum commodi et libero quia. Corrupti dolor ducimus labore pariatur. Aut a dolor corporis ut eveniet eligendi,2004-12-16
830,008814997778,Sequi praesentium non nobis.,71330,0,Voluptatibus iusto voluptate suscipit pariatur fuga. Molestiae molestiae non delectus rerum ex eum mollitia. Dolores ut eum nih,2023-06-27
832,252895870148,Adipisci non expedita et qui enim minima eaque.,478072846,1,Nobis occaecati sapiente dicta numquam consequatur earum. Incidunt enim est est rerum a. Quis ut qui delectus itaque ut cumque.,1972-11-13
834,947466782346,Ad voluptatem autem magni libero sed.,0,1,Nisi quod consequatur nulla. Ut dolor quia quia alias quibusdam error et nihil. Sit consequatur rerum dolorem dicta animi. Dolo,1997-05-17
846,248097308635,Harum consequatur non autem quod.,44766,0,Mollitia ipsam aut odio facere molestiae est. Ab aspernatur illum soluta aut esse numquam culpa. Ut nulla dolorem est libero qu,2010-04-26
852,080819917887,Recusandae repellendus minus fuga quam consectetur.,53,0,Esse non hic voluptatum iusto aut non ipsum. Qui porro non fuga quis aut ut. Tempora eos aperiam provident modi est eum ab aut.,2013-02-27
868,505018593013,Accusantium cum necessitatibus tempora necessitatibus corporis dolor quo.,6034081,1,Atque voluptatem qui iure tenetur necessitatibus. Sit numquam accusantium et aut at quae. Omnis ea consectetur architecto iure ,2003-08-13
871,060936467657,Voluptas et quibusdam sed.,817,0,Est a cum provident laudantium totam. Qui porro inventore hic commodi maxime dignissimos et. Ratione possimus ipsa neque quos s,2004-01-31
872,960320002987,Velit quasi quia voluptatem porro possimus aut quisquam.,8,1,Quia velit dolor officia ea quisquam. Est officia temporibus est. Iure facere voluptatem exercitationem dolores eius ducimus. O,2009-04-17
873,418549038436,Architecto quia sequi reiciendis reiciendis veritatis.,814751531,0,Quos in facere vel quidem eius cum. Hic harum quia esse labore autem. Nobis voluptate illum in distinctio expedita nihil simili,1971-10-03
879,547197732535,Aspernatur sunt quos voluptas qui dignissimos.,85247,1,Suscipit pariatur fugiat dicta qui suscipit et. Sint rerum voluptatem repellendus dolores numquam quo. Ut provident vitae et. R,1989-10-26
883,615291170374,Ut hic incidunt omnis officia quisquam.,29,0,Adipisci enim nulla in ea. Voluptate porro et dolorum optio. Alias officiis quo dolor ipsa. Ratione vel molestias et.,1974-08-27
884,541816182819,Eum beatae consequatur sint dolorem placeat aliquam ad.,1036267,1,Dicta porro fugit exercitationem laudantium. Blanditiis velit suscipit qui neque consequatur veritatis. Molestiae et et optio b,2016-08-01
888,184863459457,Odio quaerat non voluptas non dolores.,32486814,0,Dolorem doloribus nihil ipsa blanditiis minima eum culpa beatae. Quaerat aperiam illum placeat consequatur sed cumque sit. Repr,1981-04-12
899,300637400588,Ipsam quo architecto iure voluptate magnam quas deleniti.,656418706,0,Numquam aperiam rem omnis beatae eligendi quibusdam. Ad voluptatum doloremque ut ut harum. Beatae voluptatem fugit perferendis ,2019-03-11
900,189354309252,Fugit enim et temporibus exercitationem quaerat voluptas.,23788,0,Aut perspiciatis voluptatum illo. Voluptatem odio vel libero quasi. Placeat quibusdam dolor non aut aspernatur.,1998-01-20
904,856197335431,Beatae fuga velit dolorem officiis nesciunt.,8618,1,Fugit vel qui molestiae et nihil aut. Assumenda provident ea quibusdam illum vero rerum.,2012-01-23
909,690052922255,Quis rem dolor qui ut in.,36235,1,Tempora reprehenderit sint vel aspernatur corrupti a laborum ut. Et qui est vitae. Laudantium velit nisi maiores sint.,1999-02-15
922,907088055613,Nihil dicta necessitatibus doloribus occaecati eum quam in autem.,1036267,0,Quis voluptatem officia maiores id sunt ut. Consequatur omnis molestias sed incidunt dolores. Minima molestias fugiat molestias,2015-08-08
927,712523759426,Optio sit ut earum ab in sunt ducimus inventore.,228,0,Corrupti in consequuntur ea ab. Reiciendis asperiores voluptas facilis. Expedita iste consequatur est.
Dolore repudiandae omnis,2003-11-22
934,619667142264,Et illum qui blanditiis officia officia.,76462,0,Est recusandae pariatur tenetur id culpa expedita nostrum perspiciatis. Beatae et pariatur sequi quia odit occaecati cumque. Ea,1993-05-09
942,287664475661,Repudiandae consequatur provident magnam suscipit alias.,970773,0,Eveniet consequatur sit quasi rerum omnis. Officiis nulla repellendus et perspiciatis saepe omnis maxime. Praesentium fugit et ,1998-07-03
956,297960593078,Ut omnis odio necessitatibus est quaerat aut.,494564417,1,Cum numquam qui mollitia recusandae modi aspernatur pariatur. Provident nam facilis esse modi quia et libero. Non id molestias ,1971-04-19
957,161851286826,Illo ipsa voluptatem ex nesciunt deleniti autem.,395988,0,Sed tempore quibusdam voluptate dolor. Adipisci doloribus quasi est eos odit. Quis voluptatem ipsa excepturi et veritatis praes,2014-09-27
964,158326289818,Et et ad voluptatem id quis et.,32486814,0,Et occaecati numquam natus expedita. Magnam suscipit in nobis molestiae deleniti. Vel provident corporis molestiae iure ut cons,2000-07-17
966,988573082203,Reiciendis magnam enim cum voluptates soluta velit.,76462,0,Sint magnam labore sit. Soluta voluptatibus fugiat numquam officia ratione. Non vel quas deleniti minima nihil. Vitae cupiditat,2003-02-20
979,994921299991,Dolorum nemo voluptates molestias ex natus asperiores.,23788,0,Omnis iusto repellat quibusdam omnis iure doloribus. Facilis voluptatem autem perferendis enim voluptas corrupti. Saepe eum ven,1975-10-30
986,031782714293,Harum et animi nulla sed voluptas.,12456,1,Aliquid possimus voluptas dolor nisi ullam ex. Aperiam mollitia earum facere autem. Autem commodi provident laudantium hic omni,1971-05-01
989,593702641609,Enim rerum accusamus voluptas voluptas consequatur facere accusantium.,4390,0,Delectus ut ratione suscipit quia. Non sequi sed accusamus quia id culpa quasi. Eum ut fugiat ut aut iusto accusantium ut.,2008-10-03
996,350592112707,Sapiente fuga voluptas eligendi deleniti dolor quibusdam laboriosam.,44766,0,Neque possimus nihil illum. Sint autem officia quia omnis quis mollitia consequatur. Quam laudantium tenetur voluptas repudiand,1991-10-10
1257,872081692288,Corrupti aut facilis est qui.,102,0,Ut magni molestiae quibusdam eius molestiae velit minus. Mollitia qui voluptatum perspiciatis soluta voluptatibus dolores. Aut ,2018-12-26
1305,979085842659,A rerum aut sed eveniet sint.,10699,1,Dolores aut sit aliquam ut inventore quaerat laborum. Aut minima itaque sapiente. Commodi nobis minus sequi fugit natus est. Co,1986-08-06
1333,166841000382,Recusandae ut cupiditate et voluptatem et eligendi ut.,25955,1,Voluptas neque officiis consectetur recusandae est libero. Dolore vero libero quas soluta. Quisquam sed est dolores non. Molest,2013-09-01
1340,885576556340,Eos ut eligendi dolorem natus.,12985531,1,Et minima esse ut deserunt est. Cumque quis harum sunt occaecati. Ea voluptas ipsa corporis blanditiis nostrum facilis corporis,2018-08-09
1396,134363261330,Ducimus libero aperiam quas assumenda qui.,4390,1,Error officiis amet similique magnam eum. Asperiores alias quibusdam fuga voluptatem. Doloribus recusandae facilis facilis recu,2013-06-11
1434,313174041147,Nihil vero voluptatem laboriosam inventore nulla vel.,814751531,0,Eum eius mollitia non modi. Rerum libero est iusto molestiae perferendis. Est quas quis laudantium facilis omnis.,2017-12-21
1618,422567730449,Quam voluptatem placeat provident deleniti quaerat in.,494564417,0,Cupiditate minus commodi aliquam quia odio excepturi sit enim. Eum deserunt maiores ducimus omnis sit dignissimos.,2005-11-27
1629,606596211602,Temporibus est aliquam eius rerum consequatur.,102,1,Optio amet consequatur et molestias minus sint. Ullam veniam quidem delectus aut numquam.,1985-07-15
1640,845179651327,Iusto delectus illo qui nemo quisquam.,12985531,0,Et corrupti animi tempora iusto modi tempora. Nihil eaque necessitatibus velit. Aut qui aut fuga sequi.,2019-10-28
1652,071511772130,Quod dolores molestiae assumenda cum similique qui tempore.,3,0,Non sequi blanditiis reprehenderit a magni quia impedit. Dolores praesentium eum at. Qui optio itaque qui soluta incidunt qui s,2020-02-12
1757,427397069761,Earum adipisci cupiditate reiciendis voluptatibus consequuntur libero maiores.,93,0,Aut minus ullam animi officiis laudantium. Quis vel aut soluta. Quam odit vitae fugit dolorum est mollitia.,2014-07-22
1846,079881331698,Ipsa et cum dolor pariatur nihil aut velit.,29,0,Quas recusandae quisquam veritatis omnis facilis praesentium aut. Quod neque dolor perspiciatis debitis nesciunt. Sed consequun,2001-04-26
